REPORT_ID,Total Cas,Total Fats,Total SI,Total MI,CSEF Severity,Licence Type,Number Occupants,Drugs Involved,Area Speed,Crash Type,Position Type,DayNight,DUI Involved,Weather Cond
2017-771-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-772-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-773-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Cross Road,Night,,Not Raining
2017-774-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,Divided Road,Daylight,,Not Raining
2017-775-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Rear End,Not Divided,Daylight,,Not Raining
2017-776-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-777-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Side Swipe,Cross Road,Daylight,,Not Raining
2017-778-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Freeway,Daylight,,Not Raining
2017-779-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Side Swipe,Divided Road,Daylight,,Not Raining
2017-780-8/11/2018,1,0,0,1,2: MI,Full,1,,80,Left Road - Out of Control,Not Divided,Daylight,,Not Raining
2017-781-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Rear End,Not Divided,Daylight,,Not Raining
2017-782-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-783-8/11/2018,1,0,0,1,2: MI,Full,4,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-784-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Side Swipe,Divided Road,Daylight,,Not Raining
2017-785-8/11/2018,1,0,0,1,2: MI,Provisional 1 ,1,,80,Rear End,Divided Road,Daylight,,Not Raining
2017-786-8/11/2018,0,0,0,0,1: PDO,,,,60,Right Angle,T-Junction,Night,,Not Raining
2017-787-8/11/2018,0,0,0,0,1: PDO,,0,,60,Right Turn,Not Divided,Daylight,,Not Raining
2017-788-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-789-8/11/2018,1,0,0,1,2: MI,Full,3,,60,Right Turn,Cross Road,Daylight,,Not Raining
2017-790-8/11/2018,1,0,0,1,2: MI,Full,1,,90,Rear End,Freeway,Daylight,,Not Raining
2017-791-8/11/2018,0,0,0,0,1: PDO,Provisional 2,4,,50,Hit Fixed Object,T-Junction,Night,,Not Raining
2017-792-8/11/2018,0,0,0,0,1: PDO,Learners,1,,80,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-793-8/11/2018,1,0,1,0,3: SI,,,Y,50,Roll Over,Cross Road,Night,,Not Raining
2017-794-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-795-8/11/2018,0,0,0,0,1: PDO,,,,60,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-796-8/11/2018,1,0,0,1,2: MI,,,,50,Roll Over,Not Divided,Daylight,,Not Raining
2017-797-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-798-8/11/2018,1,0,0,1,2: MI,,,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-799-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-800-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Rear End,Cross Road,Daylight,,Not Raining
2017-801-8/11/2018,2,0,0,2,2: MI,Full,1,,100,Rear End,Freeway,Daylight,,Not Raining
2017-802-8/11/2018,1,0,0,1,2: MI,,0,,60,Rear End,Not Divided,Daylight,,Not Raining
2017-803-8/11/2018,0,0,0,0,1: PDO,,0,,60,Head On,Not Divided,Daylight,,Not Raining
2017-804-8/11/2018,1,0,0,1,2: MI,,,,60,Right Angle,Divided Road,Daylight,,Not Raining
2017-805-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-806-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Roll Over,Not Divided,Night,,Not Raining
2017-807-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-808-8/11/2018,0,0,0,0,1: PDO,Full,2,,100,Hit Animal,Not Divided,Daylight,,Not Raining
2017-809-8/11/2018,0,0,0,0,1: PDO,Full,1,,90,Right Angle,T-Junction,Daylight,,Not Raining
2017-810-8/11/2018,1,0,0,1,2: MI,Unknown,2,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-811-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Not Divided,Daylight,,Not Raining
2017-812-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-813-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-814-8/11/2018,1,0,0,1,2: MI,Full,1,,90,Right Angle,Cross Road,Daylight,,Not Raining
2017-815-8/11/2018,1,0,0,1,2: MI,Full,2,,10,Other,Other,Daylight,,Not Raining
2017-816-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,T-Junction,Night,Y,Not Raining
2017-817-8/11/2018,0,0,0,0,1: PDO,,1,,40,Right Angle,Cross Road,Night,Y,Not Raining
2017-818-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Fixed Object,Divided Road,Daylight,,Not Raining
2017-819-8/11/2018,1,0,0,1,2: MI,Full,4,,50,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-820-8/11/2018,0,0,0,0,1: PDO,Learners,2,,50,Side Swipe,Not Divided,Daylight,,Not Raining
2017-821-8/11/2018,0,0,0,0,1: PDO,Probationary,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-822-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,110,Hit Fixed Object,T-Junction,Night,Y,Not Raining
2017-823-8/11/2018,0,0,0,0,1: PDO,Full,2,,50,Side Swipe,Cross Road,Daylight,,Not Raining
2017-824-8/11/2018,0,0,0,0,1: PDO,Full,3,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-825-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Fixed Object,T-Junction,Daylight,,Not Raining
2017-826-8/11/2018,1,0,0,1,2: MI,Full,1,,110,Hit Fixed Object,Divided Road,Daylight,,Not Raining
2017-827-8/11/2018,0,0,0,0,1: PDO,Full,5,,50,Rear End,Not Divided,Daylight,,Not Raining
2017-828-8/11/2018,0,0,0,0,1: PDO,Unlicenced,1,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-829-8/11/2018,1,0,0,1,2: MI,,,,80,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-830-8/11/2018,0,0,0,0,1: PDO,Provisional 2,2,,60,Hit Fixed Object,T-Junction,Daylight,Y,Not Raining
2017-831-8/11/2018,0,0,0,0,1: PDO,Full,3,,40,Right Angle,T-Junction,Daylight,,Not Raining
2017-832-8/11/2018,0,0,0,0,1: PDO,Full,3,,50,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-833-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-834-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-835-8/11/2018,0,0,0,0,1: PDO,,0,,50,Rear End,Cross Road,Daylight,,Not Raining
2017-836-8/11/2018,1,0,0,1,2: MI,,,,80,Hit Object on Road,Not Divided,Daylight,,Not Raining
2017-837-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Rear End,Not Divided,Daylight,,Not Raining
2017-838-8/11/2018,0,0,0,0,1: PDO,,0,,60,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-839-8/11/2018,2,0,0,2,2: MI,,0,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-840-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-841-8/11/2018,1,0,1,0,3: SI,Unknown,1,,100,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-842-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-843-8/11/2018,0,0,0,0,1: PDO,,,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-844-8/11/2018,1,0,0,1,2: MI,Full,1,,70,Right Turn,T-Junction,Daylight,,Not Raining
2017-845-8/11/2018,1,0,0,1,2: MI,Provisional 2,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-846-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-847-8/11/2018,1,0,1,0,3: SI,Probationary,1,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-848-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Fixed Object,Cross Road,Daylight,Y,Not Raining
2017-849-8/11/2018,1,0,0,1,2: MI,,,,90,Hit Fixed Object,Cross Road,Daylight,,Not Raining
2017-850-8/11/2018,0,0,0,0,1: PDO,Full,2,,110,Other,Freeway,Daylight,,Not Raining
2017-851-8/11/2018,3,2,1,0,4: Fatal,Provisional 2,1,,90,Right Angle,T-Junction,Daylight,,Not Raining
2017-852-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,Cross Road,Night,,Not Raining
2017-853-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-854-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-855-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Parked Vehicle,Not Divided,Night,,Not Raining
2017-856-8/11/2018,0,0,0,0,1: PDO,,,,50,Hit Fixed Object,T-Junction,Night,Y,Not Raining
2017-857-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-858-8/11/2018,2,0,0,2,2: MI,Full,1,,60,Right Angle,Divided Road,Daylight,,Not Raining
2017-859-8/11/2018,0,0,0,0,1: PDO,Full,2,,50,Hit Parked Vehicle,Not Divided,Night,,Not Raining
2017-860-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-861-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-862-8/11/2018,0,0,0,0,1: PDO,Full,1,,40,Right Angle,Cross Road,Daylight,,Not Raining
2017-863-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-864-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-865-8/11/2018,0,0,0,0,1: PDO,Full,1,,110,Roll Over,Not Divided,Daylight,,Not Raining
2017-866-8/11/2018,2,0,0,2,2: MI,Full,1,,60,Hit Fixed Object,T-Junction,Night,Y,Not Raining
2017-867-8/11/2018,4,0,0,4,2: MI,,,,80,Head On,Not Divided,Daylight,,Not Raining
2017-868-8/11/2018,0,0,0,0,1: PDO,,1,,50,Right Turn,T-Junction,Daylight,,Not Raining
2017-869-8/11/2018,0,0,0,0,1: PDO,Provisional 2,2,,60,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-870-8/11/2018,0,0,0,0,1: PDO,,0,,60,Side Swipe,Divided Road,Daylight,,Not Raining
2017-871-8/11/2018,1,0,0,1,2: MI,,0,,60,Hit Fixed Object,Divided Road,Daylight,,Not Raining
2017-872-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,1,,40,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-873-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,1,,100,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-874-8/11/2018,0,0,0,0,1: PDO,Disqualified,2,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-875-8/11/2018,0,0,0,0,1: PDO,,,,50,Hit Fixed Object,Not Divided,Daylight,Y,Not Raining
2017-876-8/11/2018,1,0,0,1,2: MI,,0,,50,Hit Fixed Object,Divided Road,Night,Y,Not Raining
2017-877-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-878-8/11/2018,0,0,0,0,1: PDO,,1,,100,Hit Object on Road,Not Divided,Night,,Not Raining
2017-879-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-880-8/11/2018,0,0,0,0,1: PDO,Full,2,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-881-8/11/2018,0,0,0,0,1: PDO,Full,2,,80,Rear End,Not Divided,Daylight,,Not Raining
2017-882-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-883-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,60,Right Angle,Not Divided,Daylight,,Not Raining
2017-884-8/11/2018,0,0,0,0,1: PDO,Full,4,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-885-8/11/2018,0,0,0,0,1: PDO,,0,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-886-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Parked Vehicle,Not Divided,Night,,Not Raining
2017-887-8/11/2018,1,0,0,1,2: MI,,0,,80,Rear End,T-Junction,Daylight,,Not Raining
2017-888-8/11/2018,1,0,0,1,2: MI,Full,4,,60,Right Angle,Not Divided,Daylight,,Not Raining
2017-889-8/11/2018,1,0,0,1,2: MI,Unknown,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-890-8/11/2018,0,0,0,0,1: PDO,Full,2,,80,Hit Fixed Object,Not Divided,Daylight,Y,Not Raining
2017-891-8/11/2018,2,0,0,2,2: MI,Full,1,,60,Right Turn,Cross Road,Daylight,,Not Raining
2017-892-8/11/2018,0,0,0,0,1: PDO,Full,5,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-893-8/11/2018,2,0,0,2,2: MI,Full,3,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-894-8/11/2018,0,0,0,0,1: PDO,Full,3,,60,Right Angle,Divided Road,Daylight,,Not Raining
2017-895-8/11/2018,1,0,0,1,2: MI,,1,,50,Right Turn,Not Divided,Daylight,,Not Raining
2017-896-8/11/2018,0,0,0,0,1: PDO,,,,60,Right Angle,Cross Road,Daylight,,Not Raining
2017-897-8/11/2018,0,0,0,0,1: PDO,Unknown,1,Y,60,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-898-8/11/2018,0,0,0,0,1: PDO,Full,1,Y,50,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-899-8/11/2018,0,0,0,0,1: PDO,,0,,60,Right Angle,Cross Road,Night,,Not Raining
2017-900-8/11/2018,0,0,0,0,1: PDO,,0,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-901-8/11/2018,1,0,0,1,2: MI,Provisional 2,2,,60,Rear End,Multiple,Daylight,,Not Raining
2017-902-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-903-8/11/2018,2,0,0,2,2: MI,Full,1,,60,Right Turn,Cross Road,Daylight,,Not Raining
2017-904-8/11/2018,1,0,0,1,2: MI,,1,,50,Rear End,Not Divided,Daylight,,Not Raining
2017-905-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Hit Pedestrian,T-Junction,Daylight,,Not Raining
2017-906-8/11/2018,1,0,0,1,2: MI,Provisional 1 ,1,,80,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-907-8/11/2018,0,0,0,0,1: PDO,,0,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-908-8/11/2018,0,0,0,0,1: PDO,Full,3,,80,Roll Over,Not Divided,Daylight,,Not Raining
2017-909-8/11/2018,0,0,0,0,1: PDO,,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-910-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-911-8/11/2018,1,0,0,1,2: MI,Full,1,,110,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-912-8/11/2018,0,0,0,0,1: PDO,,0,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-913-8/11/2018,1,0,0,1,2: MI,Unknown,1,,60,Right Angle,Cross Road,Daylight,,Not Raining
2017-914-8/11/2018,0,0,0,0,1: PDO,Full,1,,100,Hit Animal,Not Divided,Daylight,,Not Raining
2017-915-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-916-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-917-8/11/2018,0,0,0,0,1: PDO,Probationary,1,,80,Hit Fixed Object,Not Divided,Daylight,,Raining
2017-918-8/11/2018,1,0,0,1,2: MI,Full,1,,80,Rear End,Cross Road,Daylight,,Not Raining
2017-919-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,80,Rear End,Divided Road,Daylight,,Unknown
2017-920-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,Cross Road,Daylight,,Not Raining
2017-921-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-922-8/11/2018,1,0,0,1,2: MI,,,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-923-8/11/2018,0,0,0,0,1: PDO,,,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-924-8/11/2018,0,0,0,0,1: PDO,Unlicenced,1,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-925-8/11/2018,0,0,0,0,1: PDO,Full,3,,50,Right Angle,Not Divided,Daylight,,Not Raining
2017-926-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,1,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-927-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Head On,Not Divided,Night,,Not Raining
2017-928-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-929-8/11/2018,1,0,0,1,2: MI,,,,110,Hit Object on Road,Not Divided,Daylight,,Not Raining
2017-930-8/11/2018,0,0,0,0,1: PDO,Full,3,,70,Right Angle,Cross Road,Daylight,,Not Raining
2017-931-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Right Angle,Multiple,Daylight,,Not Raining
2017-932-8/11/2018,1,0,0,1,2: MI,Full,4,,100,Rear End,T-Junction,Daylight,,Not Raining
2017-933-8/11/2018,0,0,0,0,1: PDO,,,,60,Rear End,Cross Road,Night,,Not Raining
2017-934-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-935-8/11/2018,0,0,0,0,1: PDO,Full,1,,40,Rear End,Not Divided,Daylight,,Not Raining
2017-936-8/11/2018,0,0,0,0,1: PDO,Full,2,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-937-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-938-8/11/2018,1,0,0,1,2: MI,Full,4,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-939-8/11/2018,1,0,0,1,2: MI,,1,,50,Rear End,Cross Road,Daylight,,Not Raining
2017-940-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Side Swipe,Not Divided,Daylight,,Not Raining
2017-941-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,60,Hit Fixed Object,Divided Road,Daylight,,Not Raining
2017-942-8/11/2018,0,0,0,0,1: PDO,Full,2,,80,Side Swipe,Divided Road,Daylight,,Not Raining
2017-943-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Side Swipe,Not Divided,Daylight,,Not Raining
2017-944-8/11/2018,1,0,0,1,2: MI,Unknown,1,,60,Rear End,Not Divided,Daylight,,Not Raining
2017-945-8/11/2018,0,0,0,0,1: PDO,,1,,50,Side Swipe,Divided Road,Daylight,,Not Raining
2017-946-8/11/2018,0,0,0,0,1: PDO,Full,3,,60,Right Turn,T-Junction,Night,,Not Raining
2017-947-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-948-8/11/2018,0,0,0,0,1: PDO,Provisional 2,3,,60,Right Turn,Cross Road,Daylight,,Not Raining
2017-949-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Rear End,Cross Road,Daylight,,Not Raining
2017-950-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-951-8/11/2018,2,0,0,2,2: MI,Provisional 2,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-952-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-953-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-954-8/11/2018,1,0,0,1,2: MI,,,Y,90,Rear End,Divided Road,Daylight,,Not Raining
2017-955-8/11/2018,0,0,0,0,1: PDO,Full,4,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-956-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-957-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,2,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-958-8/11/2018,0,0,0,0,1: PDO,,,,110,Hit Animal,Not Divided,Night,,Not Raining
2017-959-8/11/2018,0,0,0,0,1: PDO,Full,1,,100,Hit Object on Road,Not Divided,Night,,Not Raining
2017-960-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Right Angle,Cross Road,Night,,Not Raining
2017-961-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Rear End,Not Divided,Daylight,,Not Raining
2017-962-8/11/2018,0,0,0,0,1: PDO,Full,2,,50,Rear End,Not Divided,Daylight,,Not Raining
2017-963-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-964-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-965-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Fixed Object,T-Junction,Daylight,,Not Raining
2017-966-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-967-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-968-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-969-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Right Angle,Cross Road,Daylight,,Not Raining
2017-970-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-971-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,110,Roll Over,Not Divided,Daylight,,Not Raining
2017-972-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-973-8/11/2018,0,0,0,0,1: PDO,,0,,60,Side Swipe,Cross Road,Daylight,,Not Raining
2017-974-8/11/2018,1,0,0,1,2: MI,Full,2,,50,Side Swipe,Not Divided,Daylight,,Not Raining
2017-975-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-976-8/11/2018,0,0,0,0,1: PDO,,,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-977-8/11/2018,1,0,0,1,2: MI,,,,80,Right Angle,Cross Road,Daylight,,Not Raining
2017-978-8/11/2018,3,0,2,1,3: SI,Full,5,,100,Roll Over,Not Divided,Daylight,,Not Raining
2017-979-8/11/2018,1,0,0,1,2: MI,Full,2,,60,Rear End,Rail Xing,Daylight,,Not Raining
2017-980-8/11/2018,0,0,0,0,1: PDO,Full,1,,70,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-981-8/11/2018,2,0,0,2,2: MI,Full,1,,90,Rear End,Divided Road,Daylight,,Not Raining
2017-982-8/11/2018,1,0,0,1,2: MI,Full,1,,80,Right Angle,T-Junction,Daylight,,Not Raining
2017-983-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-984-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,80,Right Angle,Divided Road,Daylight,,Not Raining
2017-985-8/11/2018,0,0,0,0,1: PDO,Unknown,3,,50,Hit Fixed Object,T-Junction,Daylight,,Not Raining
2017-986-8/11/2018,1,0,0,1,2: MI,Unknown,1,,90,Rear End,Divided Road,Daylight,,Not Raining
2017-987-8/11/2018,2,0,0,2,2: MI,Unknown,6,,60,Right Angle,Cross Road,Daylight,,Not Raining
2017-988-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-989-8/11/2018,1,0,0,1,2: MI,,,,50,Right Angle,Not Divided,Daylight,,Not Raining
2017-990-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Rear End,Pedestrian Crossing,Daylight,,Not Raining
2017-991-8/11/2018,1,0,0,1,2: MI,,,,110,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-992-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-993-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-994-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-995-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Fixed Object,Divided Road,Night,,Not Raining
2017-996-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Hit Pedestrian,Cross Road,Daylight,,Not Raining
2017-997-8/11/2018,0,0,0,0,1: PDO,,0,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-998-8/11/2018,0,0,0,0,1: PDO,,0,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-999-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,Cross Road,Night,,Not Raining
2017-1000-8/11/2018,2,0,0,2,2: MI,Full,1,Y,110,Rear End,Freeway,Daylight,,Not Raining
2017-1001-8/11/2018,1,0,0,1,2: MI,Unknown,1,,80,Rear End,Divided Road,Daylight,,Not Raining
2017-1002-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-1003-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-1004-8/11/2018,2,0,0,2,2: MI,Full,1,,110,Right Angle,T-Junction,Daylight,,Not Raining
2017-1005-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-1006-8/11/2018,0,0,0,0,1: PDO,,,,50,Side Swipe,Divided Road,Daylight,,Not Raining
