REPORT_ID,Total Cas,Total Fats,Total SI,Total MI,CSEF Severity,Licence Type,Number Occupants,Drugs Involved,Area Speed,Crash Type,Position Type,DayNight,DUI Involved,Weather Cond
2017-9595-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-9596-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Side Swipe,Cross Road,Daylight,,Not Raining
2017-9597-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Turn,Divided Road,Daylight,,Not Raining
2017-9598-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Rear End,T-Junction,Daylight,,Not Raining
2017-9599-8/11/2018,0,0,0,0,1: PDO,,,,50,Rear End,Not Divided,Daylight,,Not Raining
2017-9600-8/11/2018,0,0,0,0,1: PDO,Full,3,,50,Side Swipe,Cross Road,Daylight,,Not Raining
2017-9601-8/11/2018,1,0,1,0,3: SI,Full,1,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-9602-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-9603-8/11/2018,0,0,0,0,1: PDO,,1,,100,Rear End,Freeway,Daylight,,Not Raining
2017-9604-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-9605-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Right Angle,Cross Road,Night,,Not Raining
2017-9606-8/11/2018,1,0,0,1,2: MI,Full,1,,40,Right Angle,Not Divided,Night,,Not Raining
2017-9607-8/11/2018,1,0,0,1,2: MI,Provisional 1 ,1,,50,Right Angle,Cross Road,Night,,Not Raining
2017-9608-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Parked Vehicle,Not Divided,Night,,Not Raining
2017-9609-8/11/2018,1,0,0,1,2: MI,,0,,50,Hit Pedestrian,Not Divided,Night,,Not Raining
2017-9610-8/11/2018,1,0,0,1,2: MI,Provisional 2,1,,60,Right Turn,T-Junction,Night,,Not Raining
2017-9611-8/11/2018,1,0,0,1,2: MI,Full,5,,110,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-9612-8/11/2018,1,1,0,0,4: Fatal,Full,1,Y,40,Hit Fixed Object,Not Divided,Night,Y,Not Raining
2017-9613-8/11/2018,2,0,1,1,3: SI,Unknown,2,,50,Right Angle,Not Divided,Daylight,,Not Raining
2017-9614-8/11/2018,3,0,0,3,2: MI,Full,1,,70,Rear End,T-Junction,Daylight,,Not Raining
2017-9615-8/11/2018,1,0,0,1,2: MI,,,,60,Roll Over,Not Divided,Daylight,,Not Raining
2017-9616-8/11/2018,1,0,0,1,2: MI,Full,2,,50,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9617-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,1,,100,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9618-8/11/2018,0,0,0,0,1: PDO,Full,4,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-9619-8/11/2018,2,0,0,2,2: MI,Full,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-9620-8/11/2018,1,0,0,1,2: MI,Full,1,,110,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9621-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-9622-8/11/2018,1,0,0,1,2: MI,Full,3,,100,Side Swipe,Cross Road,Daylight,,Not Raining
2017-9623-8/11/2018,1,0,0,1,2: MI,Unknown,1,,50,Hit Fixed Object,Not Divided,Night,Y,Not Raining
2017-9624-8/11/2018,1,0,0,1,2: MI,Full,3,,60,Right Angle,Divided Road,Daylight,,Not Raining
2017-9625-8/11/2018,0,0,0,0,1: PDO,Full,3,,60,Side Swipe,Y-Junction,Daylight,,Not Raining
2017-9626-8/11/2018,0,0,0,0,1: PDO,Full,2,,70,Rear End,Divided Road,Daylight,,Not Raining
2017-9627-8/11/2018,2,0,0,2,2: MI,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-9628-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-9629-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Divided Road,Night,,Not Raining
2017-9630-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Rear End,Cross Road,Daylight,,Not Raining
2017-9631-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9632-8/11/2018,1,0,0,1,2: MI,,,,50,Rear End,T-Junction,Daylight,,Not Raining
2017-9633-8/11/2018,1,0,0,1,2: MI,Full,2,,90,Right Angle,Freeway,Daylight,,Not Raining
2017-9634-8/11/2018,1,0,0,1,2: MI,Provisional 1 ,2,,50,Hit Pedestrian,Cross Road,Daylight,,Not Raining
2017-9635-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Side Swipe,Not Divided,Daylight,,Not Raining
2017-9636-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Side Swipe,Divided Road,Daylight,,Not Raining
2017-9637-8/11/2018,2,0,0,2,2: MI,Full,3,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-9638-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-9639-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Pedestrian,Not Divided,Daylight,,Not Raining
2017-9640-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Hit Parked Vehicle,T-Junction,Daylight,,Not Raining
2017-9641-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-9642-8/11/2018,2,0,0,2,2: MI,Full,1,,50,Head On,Not Divided,Night,,Not Raining
2017-9643-8/11/2018,1,0,0,1,2: MI,Unknown,2,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-9644-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,70,Hit Pedestrian,Not Divided,Daylight,,Not Raining
2017-9645-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Pedestrian,Cross Road,Daylight,,Not Raining
2017-9646-8/11/2018,2,0,0,2,2: MI,Full,1,,60,Right Turn,Cross Road,Daylight,,Not Raining
2017-9647-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-9648-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-9649-8/11/2018,0,0,0,0,1: PDO,Unlicenced,1,,60,Hit Object on Road,Cross Road,Night,,Not Raining
2017-9650-8/11/2018,2,0,0,2,2: MI,Full,1,,100,Right Angle,Cross Road,Daylight,,Not Raining
2017-9651-8/11/2018,2,0,0,2,2: MI,Full,2,,110,Rear End,Not Divided,Night,,Not Raining
2017-9652-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-9653-8/11/2018,1,0,0,1,2: MI,,,,110,Hit Animal,Not Divided,Night,,Not Raining
2017-9654-8/11/2018,0,0,0,0,1: PDO,,,,80,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-9655-8/11/2018,1,0,0,1,2: MI,Provisional 1 ,1,,80,Roll Over,Not Divided,Night,Y,Not Raining
2017-9656-8/11/2018,1,0,0,1,2: MI,Provisional 2,1,,60,Side Swipe,T-Junction,Daylight,,Not Raining
2017-9657-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Parked Vehicle,Not Divided,Night,,Not Raining
2017-9658-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Rear End,T-Junction,Daylight,,Not Raining
2017-9659-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-9660-8/11/2018,1,0,0,1,2: MI,,0,,70,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9661-8/11/2018,0,0,0,0,1: PDO,Unknown,2,,80,Roll Over,Not Divided,Daylight,,Not Raining
2017-9662-8/11/2018,0,0,0,0,1: PDO,,,,50,Hit Parked Vehicle,Not Divided,Night,,Not Raining
2017-9663-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Turn,T-Junction,Night,,Not Raining
2017-9664-8/11/2018,0,0,0,0,1: PDO,Full,1,Y,50,Rear End,Not Divided,Daylight,,Not Raining
2017-9665-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Right Angle,Not Divided,Daylight,,Not Raining
2017-9666-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Pedestrian Crossing,Daylight,,Not Raining
2017-9667-8/11/2018,0,0,0,0,1: PDO,,0,,60,Hit Fixed Object,Divided Road,Daylight,,Not Raining
2017-9668-8/11/2018,0,0,0,0,1: PDO,Full,1,,110,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9669-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Side Swipe,Cross Road,Daylight,,Not Raining
2017-9670-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-9671-8/11/2018,1,0,0,1,2: MI,Full,1,,110,Roll Over,Not Divided,Night,,Not Raining
2017-9672-8/11/2018,1,0,0,1,2: MI,Full,1,,100,Roll Over,Not Divided,Daylight,,Not Raining
2017-9673-8/11/2018,1,0,0,1,2: MI,Full,4,,100,Side Swipe,Cross Road,Daylight,,Not Raining
2017-9674-8/11/2018,1,0,0,1,2: MI,Full,3,Y,50,Side Swipe,Not Divided,Night,,Not Raining
2017-9675-8/11/2018,0,0,0,0,1: PDO,Learners,1,,100,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9676-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9677-8/11/2018,1,0,1,0,3: SI,Provisional 1 ,3,,110,Roll Over,Not Divided,Daylight,,Not Raining
2017-9678-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Right Angle,Multiple,Daylight,,Not Raining
2017-9679-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Parked Vehicle,Divided Road,Night,,Not Raining
2017-9680-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,110,Hit Animal,Not Divided,Night,,Not Raining
2017-9681-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-9682-8/11/2018,4,0,0,4,2: MI,Full,1,,110,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9683-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Pedestrian,Divided Road,Night,,Not Raining
2017-9684-8/11/2018,1,0,1,0,3: SI,Full,2,,60,Side Swipe,Not Divided,Night,,Not Raining
2017-9685-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Fixed Object,Cross Road,Night,,Not Raining
2017-9686-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Side Swipe,Cross Road,Night,,Not Raining
2017-9687-8/11/2018,1,0,1,0,3: SI,Learners,3,Y,110,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-9688-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Hit Parked Vehicle,Not Divided,Night,Y,Not Raining
2017-9689-8/11/2018,2,0,0,2,2: MI,Full,3,,60,Hit Fixed Object,Cross Road,Daylight,,Raining
2017-9690-8/11/2018,0,0,0,0,1: PDO,Full,1,,100,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9691-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,50,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9692-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Angle,T-Junction,Night,,Not Raining
2017-9693-8/11/2018,0,0,0,0,1: PDO,Provisional 2,2,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-9694-8/11/2018,0,0,0,0,1: PDO,Full,2,,50,Rear End,T-Junction,Daylight,,Not Raining
2017-9695-8/11/2018,2,0,0,2,2: MI,Full,1,,100,Roll Over,Not Divided,Daylight,,Raining
2017-9696-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Cross Road,Daylight,,Raining
2017-9697-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-9698-8/11/2018,1,0,0,1,2: MI,,,,50,Side Swipe,T-Junction,Daylight,,Not Raining
2017-9699-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-9700-8/11/2018,1,0,0,1,2: MI,Unknown,1,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-9701-8/11/2018,0,0,0,0,1: PDO,Full,1,,110,Roll Over,Not Divided,Daylight,,Not Raining
2017-9702-8/11/2018,0,0,0,0,1: PDO,,,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-9703-8/11/2018,1,0,0,1,2: MI,Provisional 2,1,,50,Rear End,Cross Road,Night,,Not Raining
2017-9704-8/11/2018,0,0,0,0,1: PDO,,,,60,Hit Fixed Object,Divided Road,Daylight,,Not Raining
2017-9705-8/11/2018,1,0,0,1,2: MI,Unlicenced,1,,80,Rear End,Cross Road,Daylight,,Not Raining
2017-9706-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,80,Hit Fixed Object,Not Divided,Night,,Raining
2017-9707-8/11/2018,1,0,0,1,2: MI,Full,1,,80,Roll Over,Divided Road,Night,,Not Raining
2017-9708-8/11/2018,0,0,0,0,1: PDO,Full,1,,100,Roll Over,Not Divided,Daylight,,Not Raining
2017-9709-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-9710-8/11/2018,4,0,0,4,2: MI,Full,1,,80,Right Angle,Cross Road,Daylight,,Not Raining
2017-9711-8/11/2018,0,0,0,0,1: PDO,Full,2,,60,Right Angle,Cross Road,Daylight,,Not Raining
2017-9712-8/11/2018,0,0,0,0,1: PDO,Full,2,,80,Left Road - Out of Control,Not Divided,Daylight,,Not Raining
2017-9713-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Roll Over,Divided Road,Night,,Not Raining
2017-9714-8/11/2018,0,0,0,0,1: PDO,,0,,50,Hit Fixed Object,Not Divided,Night,,Not Raining
2017-9715-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Parked Vehicle,Divided Road,Night,,Not Raining
2017-9716-8/11/2018,0,0,0,0,1: PDO,,,,60,Hit Fixed Object,Divided Road,Night,,Not Raining
2017-9717-8/11/2018,1,1,0,0,4: Fatal,Full,1,,110,Hit Fixed Object,Divided Road,Night,,Not Raining
2017-9718-8/11/2018,0,0,0,0,1: PDO,Full,1,,40,Right Angle,Cross Road,Night,,Not Raining
2017-9719-8/11/2018,1,0,0,1,2: MI,Full,3,,50,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9720-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Hit Pedestrian,T-Junction,Night,,Not Raining
2017-9721-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,T-Junction,Night,,Not Raining
2017-9722-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,80,Right Angle,Cross Road,Daylight,,Not Raining
2017-9723-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,60,Hit Fixed Object,Divided Road,Daylight,,Not Raining
2017-9724-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Fixed Object,T-Junction,Night,,Not Raining
2017-9725-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Side Swipe,Divided Road,Daylight,,Not Raining
2017-9726-8/11/2018,1,0,0,1,2: MI,Unlicenced,1,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-9727-8/11/2018,1,0,0,1,2: MI,Unknown,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-9728-8/11/2018,0,0,0,0,1: PDO,Full,1,,70,Rear End,Divided Road,Daylight,,Not Raining
2017-9729-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Roll Over,T-Junction,Daylight,,Not Raining
2017-9730-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,80,Right Turn,T-Junction,Daylight,,Not Raining
2017-9731-8/11/2018,0,0,0,0,1: PDO,Unknown,2,,60,Roll Over,Divided Road,Daylight,,Not Raining
2017-9732-8/11/2018,1,0,0,1,2: MI,Provisional 1 ,1,,80,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9733-8/11/2018,0,0,0,0,1: PDO,Full,1,,70,Right Angle,T-Junction,Daylight,,Not Raining
2017-9734-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,1,,80,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9735-8/11/2018,1,0,0,1,2: MI,Full,2,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-9736-8/11/2018,1,0,0,1,2: MI,Unknown,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-9737-8/11/2018,0,0,0,0,1: PDO,Full,2,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-9738-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Side Swipe,Not Divided,Daylight,,Not Raining
2017-9739-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Side Swipe,T-Junction,Daylight,,Not Raining
2017-9740-8/11/2018,2,0,1,1,3: SI,Full,1,Y,100,Head On,Not Divided,Daylight,,Not Raining
2017-9741-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,Cross Road,Daylight,,Not Raining
2017-9742-8/11/2018,1,0,0,1,2: MI,Full,1,,100,Roll Over,Not Divided,Daylight,,Not Raining
2017-9743-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-9744-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,90,Rear End,Not Divided,Daylight,,Not Raining
2017-9745-8/11/2018,0,0,0,0,1: PDO,,,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-9746-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Rear End,Not Divided,Daylight,,Not Raining
2017-9747-8/11/2018,1,0,0,1,2: MI,,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-9748-8/11/2018,0,0,0,0,1: PDO,Full,1,,90,Rear End,Divided Road,Daylight,,Not Raining
2017-9749-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Roll Over,Divided Road,Daylight,,Not Raining
2017-9750-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-9751-8/11/2018,0,0,0,0,1: PDO,,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-9752-8/11/2018,0,0,0,0,1: PDO,Full,2,,50,Right Turn,Cross Road,Daylight,,Not Raining
2017-9753-8/11/2018,1,0,1,0,3: SI,,,,50,Hit Fixed Object,Divided Road,Daylight,Y,Not Raining
2017-9754-8/11/2018,0,0,0,0,1: PDO,Full,1,,80,Rear End,Divided Road,Night,,Not Raining
2017-9755-8/11/2018,1,0,0,1,2: MI,Unknown,1,,60,Right Angle,Cross Road,Night,,Not Raining
2017-9756-8/11/2018,1,0,0,1,2: MI,,,,60,Right Angle,Cross Road,Night,,Not Raining
2017-9757-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,110,Hit Animal,Not Divided,Night,,Not Raining
2017-9758-8/11/2018,0,0,0,0,1: PDO,Full,1,,110,Hit Object on Road,Freeway,Night,,Not Raining
2017-9759-8/11/2018,1,0,0,1,2: MI,,,,70,Rear End,Cross Road,Daylight,,Not Raining
2017-9760-8/11/2018,0,0,0,0,1: PDO,,,,50,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9761-8/11/2018,0,0,0,0,1: PDO,,,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-9762-8/11/2018,0,0,0,0,1: PDO,,,,60,Right Turn,Cross Road,Daylight,,Not Raining
2017-9763-8/11/2018,0,0,0,0,1: PDO,Provisional 2,1,,60,Right Angle,T-Junction,Night,,Not Raining
2017-9764-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-9765-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-9766-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,T-Junction,Night,,Raining
2017-9767-8/11/2018,0,0,0,0,1: PDO,Full,2,,50,Rear End,Cross Road,Daylight,,Not Raining
2017-9768-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Hit Parked Vehicle,Divided Road,Daylight,,Not Raining
2017-9769-8/11/2018,1,0,0,1,2: MI,,,,100,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9770-8/11/2018,0,0,0,0,1: PDO,,,,80,Side Swipe,Divided Road,Daylight,,Not Raining
2017-9771-8/11/2018,1,0,0,1,2: MI,Full,2,,110,Rear End,Interchange,Daylight,,Not Raining
2017-9772-8/11/2018,0,0,0,0,1: PDO,,1,,70,Hit Fixed Object,T-Junction,Daylight,,Not Raining
2017-9773-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Not Divided,Daylight,,Not Raining
2017-9774-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Turn,Cross Road,Daylight,,Not Raining
2017-9775-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Parked Vehicle,Not Divided,Daylight,,Not Raining
2017-9776-8/11/2018,0,0,0,0,1: PDO,,0,,50,Rear End,T-Junction,Daylight,,Not Raining
2017-9777-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Right Angle,T-Junction,Daylight,,Not Raining
2017-9778-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Right Angle,T-Junction,Night,,Not Raining
2017-9779-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Side Swipe,Cross Road,Daylight,,Not Raining
2017-9780-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Right Turn,T-Junction,Daylight,,Not Raining
2017-9781-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Side Swipe,Cross Road,Daylight,,Not Raining
2017-9782-8/11/2018,1,0,0,1,2: MI,Provisional 2,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-9783-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-9784-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-9785-8/11/2018,1,0,0,1,2: MI,Full,1,,100,Rear End,Not Divided,Daylight,,Not Raining
2017-9786-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-9787-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Angle,Cross Road,Daylight,,Not Raining
2017-9788-8/11/2018,0,0,0,0,1: PDO,Full,1,,70,Side Swipe,Divided Road,Daylight,,Not Raining
2017-9789-8/11/2018,3,0,0,3,2: MI,,,,60,Right Turn,Cross Road,Night,,Not Raining
2017-9790-8/11/2018,0,0,0,0,1: PDO,Full,2,,80,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9791-8/11/2018,1,0,1,0,3: SI,Unknown,1,,110,Left Road - Out of Control,Not Divided,Daylight,,Not Raining
2017-9792-8/11/2018,1,0,1,0,3: SI,Full,2,,100,Hit Fixed Object,Not Divided,Night,Y,Not Raining
2017-9793-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Rear End,T-Junction,Daylight,,Not Raining
2017-9794-8/11/2018,0,0,0,0,1: PDO,Unknown,2,,70,Rear End,Divided Road,Daylight,,Not Raining
2017-9795-8/11/2018,0,0,0,0,1: PDO,Full,2,,80,Rear End,Cross Road,Daylight,,Not Raining
2017-9796-8/11/2018,0,0,0,0,1: PDO,Unlicenced,2,,80,Rear End,Cross Road,Daylight,,Not Raining
2017-9797-8/11/2018,0,0,0,0,1: PDO,,,,50,Right Angle,Cross Road,Daylight,,Not Raining
2017-9798-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Right Turn,Cross Road,Daylight,,Not Raining
2017-9799-8/11/2018,0,0,0,0,1: PDO,,,,60,Right Turn,T-Junction,Daylight,,Not Raining
2017-9800-8/11/2018,0,0,0,0,1: PDO,,1,,50,Side Swipe,Not Divided,Daylight,,Not Raining
2017-9801-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-9802-8/11/2018,0,0,0,0,1: PDO,Full,1,,110,Other,Not Divided,Daylight,,Not Raining
2017-9803-8/11/2018,0,0,0,0,1: PDO,Full,1,,50,Hit Parked Vehicle,Cross Road,Daylight,,Not Raining
2017-9804-8/11/2018,0,0,0,0,1: PDO,Full,1,,100,Rear End,Interchange,Daylight,,Not Raining
2017-9805-8/11/2018,0,0,0,0,1: PDO,Full,4,,60,Side Swipe,Divided Road,Daylight,,Not Raining
2017-9806-8/11/2018,1,0,0,1,2: MI,,1,,50,Rear End,Cross Road,Daylight,,Not Raining
2017-9807-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,1,,80,Side Swipe,T-Junction,Daylight,,Not Raining
2017-9808-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Right Angle,Not Divided,Daylight,,Not Raining
2017-9809-8/11/2018,0,0,0,0,1: PDO,Full,1,,110,Hit Fixed Object,Not Divided,Daylight,,Not Raining
2017-9810-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-9811-8/11/2018,0,0,0,0,1: PDO,Unknown,1,,110,Rear End,Divided Road,Daylight,,Not Raining
2017-9812-8/11/2018,0,0,0,0,1: PDO,Unknown,2,,60,Side Swipe,Cross Road,Daylight,,Not Raining
2017-9813-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Side Swipe,Not Divided,Daylight,,Not Raining
2017-9814-8/11/2018,1,0,0,1,2: MI,Full,1,Y,80,Roll Over,Not Divided,Daylight,,Not Raining
2017-9815-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-9816-8/11/2018,0,0,0,0,1: PDO,Full,1,,60,Hit Pedestrian,Not Divided,Daylight,,Not Raining
2017-9817-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Rear End,T-Junction,Daylight,,Not Raining
2017-9818-8/11/2018,3,0,0,3,2: MI,Provisional 1 ,2,,110,Side Swipe,Freeway,Daylight,,Not Raining
2017-9819-8/11/2018,1,0,1,0,3: SI,Full,1,,50,Hit Parked Vehicle,Not Divided,Daylight,Y,Not Raining
2017-9820-8/11/2018,1,0,0,1,2: MI,Unknown,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-9821-8/11/2018,1,0,0,1,2: MI,Full,1,,60,Roll Over,Not Divided,Daylight,,Not Raining
2017-9822-8/11/2018,0,0,0,0,1: PDO,Provisional 1 ,1,,60,Rear End,Divided Road,Daylight,,Not Raining
2017-9823-8/11/2018,1,0,0,1,2: MI,Full,1,,50,Side Swipe,Divided Road,Daylight,,Not Raining
2017-9824-8/11/2018,0,0,0,0,1: PDO,Full,3,,60,Rear End,Cross Road,Daylight,,Not Raining
2017-9825-8/11/2018,1,0,0,1,2: MI,Full,3,,60,Right Angle,T-Junction,Daylight,,Not Raining
2017-9826-8/11/2018,3,0,0,3,2: MI,Full,5,,70,Right Angle,Cross Road,Night,,Not Raining
2017-9827-8/11/2018,0,0,0,0,1: PDO,,1,,60,Side Swipe,Not Divided,Night,,Not Raining
